Session,Cell,NumSignificant,SignificantEvents
session_2024_11_21_1_JM018,cell1,0,""
session_2024_11_21_1_JM018,cell2,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_11_21_1_JM018,cell3,0,""
session_2024_11_21_1_JM018,cell4,2,"choiceStartTime,rewardTime"
session_2024_11_21_1_JM018,cell5,0,""
session_2024_11_21_1_JM018,cell6,0,""
session_2024_11_21_1_JM018,cell7,1,"rewardTime"
session_2024_11_21_1_JM018,cell8,2,"choiceStartTime,rewardTime"
session_2024_11_21_1_JM018,cell9,1,"rewardTime"
session_2024_11_21_1_JM018,cell10,2,"choiceStartTime,rewardTime"
session_2024_11_21_1_JM018,cell11,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_11_21_1_JM018,cell12,2,"choiceStartTime,rewardTime"
session_2024_11_21_1_JM018,cell13,2,"choiceStartTime,rewardTime"
session_2024_11_21_1_JM018,cell14,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_11_21_1_JM018,cell15,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_11_21_1_JM018,cell16,2,"choiceStartTime,rewardTime"
session_2024_11_21_1_JM018,cell17,1,"rewardTime"
session_2024_11_21_1_JM018,cell18,0,""
session_2024_11_21_1_JM018,cell19,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_11_21_1_JM018,cell20,0,""
session_2024_11_21_1_JM018,cell21,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_11_21_1_JM018,cell22,2,"choiceStartTime,rewardTime"
session_2024_11_21_1_JM018,cell23,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_11_21_1_JM018,cell24,1,"choiceStartTime"
session_2024_11_21_1_JM018,cell25,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_11_21_1_JM018,cell26,1,"rewardTime"
session_2024_11_21_1_JM018,cell27,2,"stimulusOnsetTime,rewardTime"
session_2024_11_21_1_JM018,cell28,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_11_21_1_JM018,cell29,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_11_21_1_JM018,cell30,0,""
session_2024_11_21_1_JM018,cell31,1,"choiceStartTime"
session_2024_11_21_1_JM018,cell32,0,""
session_2024_11_21_1_JM018,cell33,0,""
session_2024_11_21_1_JM018,cell34,1,"rewardTime"
session_2024_11_21_1_JM018,cell35,0,""
session_2024_11_21_1_JM018,cell36,2,"choiceStartTime,rewardTime"
session_2024_11_21_1_JM018,cell37,0,""
session_2024_11_25_1_JM018,cell0,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_11_25_1_JM018,cell1,1,"stimulusOnsetTime"
session_2024_11_25_1_JM018,cell2,2,"stimulusOnsetTime,choiceStartTime"
session_2024_11_25_1_JM018,cell3,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_11_25_1_JM018,cell4,1,"stimulusOnsetTime"
session_2024_11_25_1_JM018,cell5,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_11_25_1_JM018,cell6,2,"stimulusOnsetTime,rewardTime"
session_2024_11_25_1_JM018,cell7,2,"stimulusOnsetTime,rewardTime"
session_2024_11_25_1_JM018,cell8,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_11_25_1_JM018,cell9,2,"stimulusOnsetTime,choiceStartTime"
session_2024_11_25_1_JM018,cell10,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_11_25_1_JM018,cell11,0,""
session_2024_11_25_1_JM018,cell12,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_11_25_1_JM018,cell13,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_11_25_1_JM018,cell14,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_11_25_1_JM018,cell15,0,""
session_2024_11_25_1_JM018,cell16,0,""
session_2024_11_25_1_JM018,cell17,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_11_25_1_JM018,cell18,2,"stimulusOnsetTime,choiceStartTime"
session_2024_11_25_1_JM018,cell19,1,"stimulusOnsetTime"
session_2024_11_25_1_JM018,cell20,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_11_25_1_JM018,cell21,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_11_25_1_JM018,cell22,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_11_26_1_JM018,cell0,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_11_26_1_JM018,cell1,0,""
session_2024_11_26_1_JM018,cell2,0,""
session_2024_11_26_1_JM018,cell3,0,""
session_2024_11_26_1_JM018,cell4,0,""
session_2024_11_26_1_JM018,cell5,0,""
session_2024_11_26_1_JM018,cell6,0,""
session_2024_11_26_1_JM018,cell7,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_11_26_1_JM018,cell8,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_11_26_1_JM018,cell9,0,""
session_2024_11_26_1_JM018,cell10,0,""
session_2024_11_26_1_JM018,cell11,0,""
session_2024_11_26_1_JM018,cell12,0,""
session_2024_11_26_1_JM018,cell13,0,""
session_2024_11_26_1_JM018,cell14,0,""
session_2024_11_26_1_JM018,cell15,0,""
session_2024_11_26_1_JM018,cell16,0,""
session_2024_11_26_1_JM018,cell17,0,""
session_2024_11_26_1_JM018,cell18,1,"choiceStartTime"
session_2024_11_26_1_JM018,cell19,2,"stimulusOnsetTime,choiceStartTime"
session_2024_11_26_1_JM018,cell20,2,"stimulusOnsetTime,choiceStartTime"
session_2024_11_26_1_JM018,cell21,0,""
session_2024_11_26_1_JM018,cell22,0,""
session_2024_11_27_1_JM018,cell0,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_11_27_1_JM018,cell1,0,""
session_2024_11_27_1_JM018,cell2,0,""
session_2024_11_27_1_JM018,cell3,1,"choiceStartTime"
session_2024_11_27_1_JM018,cell4,1,"stimulusOnsetTime"
session_2024_11_27_1_JM018,cell5,1,"stimulusOnsetTime"
session_2024_11_27_1_JM018,cell6,0,""
session_2024_11_27_1_JM018,cell7,2,"stimulusOnsetTime,rewardTime"
session_2024_11_27_1_JM018,cell8,2,"stimulusOnsetTime,rewardTime"
session_2024_11_27_1_JM018,cell9,0,""
session_2024_11_27_1_JM018,cell10,1,"choiceStartTime"
session_2024_11_27_1_JM018,cell11,0,""
session_2024_11_27_1_JM018,cell12,0,""
session_2024_11_27_1_JM018,cell13,0,""
session_2024_11_27_1_JM018,cell14,2,"stimulusOnsetTime,rewardTime"
session_2024_11_27_1_JM018,cell15,0,""
session_2024_11_27_1_JM018,cell16,1,"rewardTime"
session_2024_11_27_1_JM018,cell17,1,"stimulusOnsetTime"
session_2024_11_27_1_JM018,cell18,1,"choiceStartTime"
session_2024_11_27_1_JM018,cell19,1,"rewardTime"
session_2024_11_27_1_JM018,cell20,2,"choiceStartTime,rewardTime"
session_2024_11_27_1_JM018,cell21,2,"choiceStartTime,rewardTime"
session_2024_11_27_1_JM018,cell22,1,"rewardTime"
session_2024_11_27_1_JM018,cell23,1,"rewardTime"
session_2024_11_27_1_JM018,cell24,1,"rewardTime"
session_2024_11_27_1_JM018,cell25,1,"stimulusOnsetTime"
session_2024_11_27_1_JM018,cell26,1,"rewardTime"
session_2024_11_27_1_JM018,cell27,2,"stimulusOnsetTime,rewardTime"
session_2024_11_27_1_JM018,cell28,1,"rewardTime"
session_2024_11_28_1_JM018,cell0,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_11_28_1_JM018,cell1,1,"stimulusOnsetTime"
session_2024_11_28_1_JM018,cell2,2,"choiceStartTime,rewardTime"
session_2024_11_28_1_JM018,cell3,2,"stimulusOnsetTime,choiceStartTime"
session_2024_11_28_1_JM018,cell4,1,"stimulusOnsetTime"
session_2024_11_28_1_JM018,cell5,2,"stimulusOnsetTime,choiceStartTime"
session_2024_11_28_1_JM018,cell6,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_11_28_1_JM018,cell7,2,"choiceStartTime,rewardTime"
session_2024_11_28_1_JM018,cell8,1,"stimulusOnsetTime"
session_2024_11_28_1_JM018,cell9,2,"stimulusOnsetTime,rewardTime"
session_2024_11_28_1_JM018,cell10,1,"rewardTime"
session_2024_11_28_1_JM018,cell11,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_11_28_1_JM018,cell12,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_11_28_1_JM018,cell13,1,"choiceStartTime"
session_2024_11_28_1_JM018,cell14,2,"stimulusOnsetTime,choiceStartTime"
session_2024_11_28_1_JM018,cell15,0,""
session_2024_11_28_1_JM018,cell16,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_11_28_1_JM018,cell17,2,"stimulusOnsetTime,choiceStartTime"
session_2024_11_28_1_JM018,cell18,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_11_28_1_JM018,cell19,2,"stimulusOnsetTime,choiceStartTime"
session_2024_11_28_1_JM018,cell20,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_11_28_1_JM018,cell21,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_11_28_1_JM018,cell22,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_11_28_1_JM018,cell23,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_11_28_1_JM018,cell24,0,""
session_2024_11_28_1_JM018,cell25,1,"stimulusOnsetTime"
session_2024_11_28_1_JM018,cell26,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_11_28_1_JM018,cell27,0,""
session_2024_11_28_1_JM018,cell28,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_11_28_1_JM018,cell29,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_11_28_1_JM018,cell30,2,"choiceStartTime,rewardTime"
session_2024_11_28_1_JM018,cell31,1,"choiceStartTime"
session_2024_11_28_1_JM018,cell32,2,"stimulusOnsetTime,choiceStartTime"
session_2024_11_28_1_JM018,cell33,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_11_28_1_JM018,cell34,1,"stimulusOnsetTime"
session_2024_11_29_1_JM018,cell0,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_11_29_1_JM018,cell1,0,""
session_2024_11_29_1_JM018,cell2,0,""
session_2024_11_29_1_JM018,cell3,0,""
session_2024_11_29_1_JM018,cell4,0,""
session_2024_11_29_1_JM018,cell5,0,""
session_2024_11_29_1_JM018,cell6,0,""
session_2024_11_29_1_JM018,cell7,0,""
session_2024_11_29_1_JM018,cell8,0,""
session_2024_11_29_1_JM018,cell9,1,"choiceStartTime"
session_2024_11_29_1_JM018,cell10,0,""
session_2024_11_29_1_JM018,cell11,1,"rewardTime"
session_2024_11_29_1_JM018,cell12,0,""
session_2024_11_29_1_JM018,cell13,0,""
session_2024_11_29_1_JM018,cell14,0,""
session_2024_11_29_1_JM018,cell15,1,"rewardTime"
session_2024_11_29_1_JM018,cell16,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_11_29_1_JM018,cell17,0,""
session_2024_11_29_1_JM018,cell18,0,""
session_2024_11_29_1_JM018,cell19,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_11_29_1_JM018,cell20,0,""
session_2024_11_29_1_JM018,cell21,0,""
session_2024_11_29_1_JM018,cell22,2,"choiceStartTime,rewardTime"
session_2024_11_29_1_JM018,cell23,2,"choiceStartTime,rewardTime"
session_2024_11_29_1_JM018,cell24,2,"stimulusOnsetTime,choiceStartTime"
session_2024_11_29_1_JM018,cell25,0,""
session_2024_11_29_1_JM018,cell26,1,"choiceStartTime"
session_2024_11_29_1_JM018,cell27,1,"stimulusOnsetTime"
session_2024_11_29_1_JM018,cell28,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_11_29_1_JM018,cell29,0,""
session_2024_11_29_1_JM018,cell30,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_11_29_1_JM018,cell31,2,"choiceStartTime,rewardTime"
session_2024_11_29_1_JM018,cell32,1,"rewardTime"
session_2024_11_29_1_JM018,cell33,1,"stimulusOnsetTime"
session_2024_11_29_1_JM018,cell34,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_11_29_1_JM018,cell35,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_12_01_1_JM018,cell0,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_12_01_1_JM018,cell1,1,"rewardTime"
session_2024_12_01_1_JM018,cell2,2,"choiceStartTime,rewardTime"
session_2024_12_01_1_JM018,cell3,0,""
session_2024_12_01_1_JM018,cell4,2,"choiceStartTime,rewardTime"
session_2024_12_01_1_JM018,cell5,0,""
session_2024_12_01_1_JM018,cell6,1,"choiceStartTime"
session_2024_12_01_1_JM018,cell7,2,"choiceStartTime,rewardTime"
session_2024_12_01_1_JM018,cell8,2,"stimulusOnsetTime,rewardTime"
session_2024_12_01_1_JM018,cell9,1,"choiceStartTime"
session_2024_12_01_1_JM018,cell10,2,"choiceStartTime,rewardTime"
session_2024_12_01_1_JM018,cell11,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_12_01_1_JM018,cell12,0,""
session_2024_12_01_1_JM018,cell13,2,"stimulusOnsetTime,rewardTime"
session_2024_12_01_1_JM018,cell14,2,"choiceStartTime,rewardTime"
session_2024_12_01_1_JM018,cell15,2,"choiceStartTime,rewardTime"
session_2024_12_01_1_JM018,cell16,2,"choiceStartTime,rewardTime"
session_2024_12_01_1_JM018,cell17,2,"choiceStartTime,rewardTime"
session_2024_12_01_1_JM018,cell18,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_12_01_1_JM018,cell19,1,"rewardTime"
session_2024_12_01_1_JM018,cell20,2,"choiceStartTime,rewardTime"
session_2024_12_01_1_JM018,cell21,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_12_01_1_JM018,cell22,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_12_01_1_JM018,cell23,2,"stimulusOnsetTime,choiceStartTime"
session_2024_12_01_1_JM018,cell24,1,"stimulusOnsetTime"
session_2024_12_01_1_JM018,cell25,1,"stimulusOnsetTime"
session_2024_12_01_1_JM018,cell26,1,"choiceStartTime"
session_2024_12_01_1_JM018,cell27,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_12_01_1_JM018,cell28,0,""
session_2024_12_01_1_JM018,cell29,2,"choiceStartTime,rewardTime"
session_2024_12_01_1_JM018,cell30,2,"choiceStartTime,rewardTime"
session_2024_12_03_1_JM018,cell0,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_12_03_1_JM018,cell1,0,""
session_2024_12_03_1_JM018,cell2,1,"stimulusOnsetTime"
session_2024_12_03_1_JM018,cell3,0,""
session_2024_12_03_1_JM018,cell4,2,"stimulusOnsetTime,rewardTime"
session_2024_12_03_1_JM018,cell5,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_12_03_1_JM018,cell6,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_12_03_1_JM018,cell7,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_12_03_1_JM018,cell8,0,""
session_2024_12_03_1_JM018,cell9,0,""
session_2024_12_03_1_JM018,cell10,0,""
session_2024_12_03_1_JM018,cell11,0,""
session_2024_12_03_1_JM018,cell12,1,"stimulusOnsetTime"
session_2024_12_03_1_JM018,cell13,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_12_03_1_JM018,cell14,1,"stimulusOnsetTime"
session_2024_12_03_1_JM018,cell15,2,"stimulusOnsetTime,choiceStartTime"
session_2024_12_03_1_JM018,cell16,2,"stimulusOnsetTime,choiceStartTime"
session_2024_12_03_1_JM018,cell17,1,"stimulusOnsetTime"
session_2024_12_03_1_JM018,cell18,1,"stimulusOnsetTime"
session_2024_12_03_1_JM018,cell19,0,""
session_2024_12_04_1_JM018,cell0,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_12_04_1_JM018,cell1,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_12_04_1_JM018,cell2,0,""
session_2024_12_04_1_JM018,cell3,1,"stimulusOnsetTime"
session_2024_12_04_1_JM018,cell4,1,"stimulusOnsetTime"
session_2024_12_04_1_JM018,cell5,1,"stimulusOnsetTime"
session_2024_12_04_1_JM018,cell6,1,"stimulusOnsetTime"
session_2024_12_04_1_JM018,cell7,0,""
session_2024_12_04_1_JM018,cell8,0,""
session_2024_12_04_1_JM018,cell9,2,"stimulusOnsetTime,choiceStartTime"
session_2024_12_04_1_JM018,cell10,1,"stimulusOnsetTime"
session_2024_12_04_1_JM018,cell11,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_12_04_1_JM018,cell12,2,"stimulusOnsetTime,choiceStartTime"
session_2024_12_04_1_JM018,cell13,0,""
session_2024_12_04_1_JM018,cell14,1,"stimulusOnsetTime"
session_2024_12_04_1_JM018,cell15,0,""
session_2024_12_04_1_JM018,cell16,1,"stimulusOnsetTime"
session_2024_12_04_1_JM018,cell17,1,"stimulusOnsetTime"
session_2024_12_04_1_JM018,cell18,1,"rewardTime"
session_2024_12_04_1_JM018,cell19,1,"stimulusOnsetTime"
session_2024_12_04_1_JM018,cell20,1,"stimulusOnsetTime"
session_2024_12_04_1_JM018,cell21,0,""
session_2024_12_04_1_JM018,cell22,1,"stimulusOnsetTime"
session_2024_12_04_1_JM018,cell23,1,"stimulusOnsetTime"
session_2024_12_04_1_JM018,cell24,0,""
session_2024_12_04_1_JM018,cell25,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_12_04_1_JM018,cell26,2,"stimulusOnsetTime,choiceStartTime"
session_2024_12_04_1_JM018,cell27,2,"stimulusOnsetTime,rewardTime"
session_2024_12_04_1_JM018,cell28,1,"stimulusOnsetTime"
session_2024_12_04_1_JM018,cell29,1,"stimulusOnsetTime"
session_2024_12_04_1_JM018,cell30,1,"stimulusOnsetTime"
session_2024_12_04_1_JM018,cell31,0,""
session_2024_12_04_1_JM018,cell32,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_12_05_1_JM018,cell0,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_12_05_1_JM018,cell1,1,"stimulusOnsetTime"
session_2024_12_05_1_JM018,cell2,2,"stimulusOnsetTime,rewardTime"
session_2024_12_05_1_JM018,cell3,2,"stimulusOnsetTime,rewardTime"
session_2024_12_05_1_JM018,cell4,1,"stimulusOnsetTime"
session_2024_12_05_1_JM018,cell5,2,"stimulusOnsetTime,rewardTime"
session_2024_12_05_1_JM018,cell6,2,"stimulusOnsetTime,choiceStartTime"
session_2024_12_05_1_JM018,cell7,2,"stimulusOnsetTime,choiceStartTime"
session_2024_12_05_1_JM018,cell8,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_12_05_1_JM018,cell9,1,"stimulusOnsetTime"
session_2024_12_05_1_JM018,cell10,2,"stimulusOnsetTime,choiceStartTime"
session_2024_12_05_1_JM018,cell11,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_12_05_1_JM018,cell12,1,"stimulusOnsetTime"
session_2024_12_05_1_JM018,cell13,2,"stimulusOnsetTime,choiceStartTime"
session_2024_12_05_1_JM018,cell14,2,"stimulusOnsetTime,rewardTime"
session_2024_12_05_1_JM018,cell15,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_12_05_1_JM018,cell16,2,"stimulusOnsetTime,choiceStartTime"
session_2024_12_05_1_JM018,cell17,2,"stimulusOnsetTime,choiceStartTime"
session_2024_12_05_1_JM018,cell18,2,"stimulusOnsetTime,choiceStartTime"
session_2024_12_05_1_JM018,cell19,2,"stimulusOnsetTime,choiceStartTime"
session_2024_12_05_1_JM018,cell20,1,"stimulusOnsetTime"
session_2024_12_05_1_JM018,cell21,1,"stimulusOnsetTime"
session_2024_12_05_1_JM018,cell22,2,"stimulusOnsetTime,choiceStartTime"
session_2024_12_05_1_JM018,cell23,1,"stimulusOnsetTime"
session_2024_12_05_1_JM018,cell24,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_12_05_1_JM018,cell25,2,"stimulusOnsetTime,choiceStartTime"
session_2024_12_05_1_JM018,cell26,1,"stimulusOnsetTime"
session_2024_12_05_1_JM018,cell27,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_12_05_1_JM018,cell28,1,"stimulusOnsetTime"
session_2024_12_06_1_JM018,cell0,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_12_06_1_JM018,cell1,0,""
session_2024_12_06_1_JM018,cell2,0,""
session_2024_12_06_1_JM018,cell3,0,""
session_2024_12_06_1_JM018,cell4,0,""
session_2024_12_06_1_JM018,cell5,2,"stimulusOnsetTime,rewardTime"
session_2024_12_06_1_JM018,cell6,2,"choiceStartTime,rewardTime"
session_2024_12_06_1_JM018,cell7,0,""
session_2024_12_06_1_JM018,cell8,1,"rewardTime"
session_2024_12_06_1_JM018,cell9,2,"stimulusOnsetTime,choiceStartTime"
session_2024_12_06_1_JM018,cell10,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_12_06_1_JM018,cell11,0,""
session_2024_12_06_1_JM018,cell12,1,"stimulusOnsetTime"
session_2024_12_06_1_JM018,cell13,0,""
session_2024_12_06_1_JM018,cell14,1,"stimulusOnsetTime"
session_2024_12_06_1_JM018,cell15,0,""
session_2024_12_06_1_JM018,cell16,0,""
session_2024_12_06_1_JM018,cell17,1,"stimulusOnsetTime"
session_2024_12_06_1_JM018,cell18,1,"choiceStartTime"
session_2024_12_06_1_JM018,cell19,1,"stimulusOnsetTime"
session_2024_12_06_1_JM018,cell20,1,"choiceStartTime"
session_2024_12_06_1_JM018,cell21,2,"stimulusOnsetTime,choiceStartTime"
session_2024_12_06_1_JM018,cell22,1,"rewardTime"
session_2024_12_06_1_JM018,cell23,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_12_06_1_JM018,cell24,0,""
session_2024_12_06_1_JM018,cell25,0,""
session_2024_12_06_1_JM018,cell26,0,""
session_2024_12_06_1_JM018,cell27,2,"stimulusOnsetTime,choiceStartTime"
session_2024_12_06_1_JM018,cell28,2,"stimulusOnsetTime,choiceStartTime"
session_2024_12_06_1_JM018,cell29,0,""
session_2024_12_06_1_JM018,cell30,0,""
session_2024_12_09_2_JM018,cell0,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_12_09_2_JM018,cell1,0,""
session_2024_12_09_2_JM018,cell2,1,"stimulusOnsetTime"
session_2024_12_09_2_JM018,cell3,1,"choiceStartTime"
session_2024_12_09_2_JM018,cell4,2,"stimulusOnsetTime,choiceStartTime"
session_2024_12_09_2_JM018,cell5,1,"stimulusOnsetTime"
session_2024_12_09_2_JM018,cell6,2,"stimulusOnsetTime,choiceStartTime"
session_2024_12_09_2_JM018,cell7,1,"rewardTime"
session_2024_12_09_2_JM018,cell8,2,"stimulusOnsetTime,rewardTime"
session_2024_12_09_2_JM018,cell9,0,""
session_2024_12_09_2_JM018,cell10,2,"stimulusOnsetTime,choiceStartTime"
session_2024_12_09_2_JM018,cell11,0,""
session_2024_12_09_2_JM018,cell12,0,""
session_2024_12_09_2_JM018,cell13,0,""
session_2024_12_09_2_JM018,cell14,2,"choiceStartTime,rewardTime"
session_2024_12_09_2_JM018,cell15,1,"stimulusOnsetTime"
session_2024_12_09_2_JM018,cell16,2,"choiceStartTime,rewardTime"
session_2024_12_09_2_JM018,cell17,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_12_09_2_JM018,cell18,2,"choiceStartTime,rewardTime"
session_2024_12_09_2_JM018,cell19,1,"rewardTime"
session_2024_12_10_1_JM018,cell0,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_12_10_1_JM018,cell1,0,""
session_2024_12_10_1_JM018,cell2,0,""
session_2024_12_10_1_JM018,cell3,0,""
session_2024_12_10_1_JM018,cell4,0,""
session_2024_12_10_1_JM018,cell5,0,""
session_2024_12_10_1_JM018,cell6,0,""
session_2024_12_10_1_JM018,cell7,2,"stimulusOnsetTime,choiceStartTime"
session_2024_12_10_1_JM018,cell8,1,"choiceStartTime"
session_2024_12_10_1_JM018,cell9,1,"stimulusOnsetTime"
session_2024_12_10_1_JM018,cell10,2,"stimulusOnsetTime,choiceStartTime"
session_2024_12_10_1_JM018,cell11,0,""
session_2024_12_10_1_JM018,cell12,0,""
session_2024_12_10_1_JM018,cell13,0,""
session_2024_12_10_1_JM018,cell14,0,""
session_2024_12_10_1_JM018,cell15,1,"stimulusOnsetTime"
session_2024_12_10_1_JM018,cell16,0,""
session_2024_12_10_1_JM018,cell17,0,""
session_2024_12_10_1_JM018,cell18,1,"stimulusOnsetTime"
session_2024_12_10_1_JM018,cell19,0,""
session_2024_12_10_1_JM018,cell20,0,""
session_2024_12_10_1_JM018,cell21,0,""
session_2024_12_10_1_JM018,cell22,1,"stimulusOnsetTime"
session_2024_12_10_1_JM018,cell23,0,""
session_2024_12_10_1_JM018,cell24,1,"stimulusOnsetTime"
session_2024_12_10_1_JM018,cell25,0,""
session_2024_12_10_1_JM018,cell26,0,""
session_2024_12_10_1_JM018,cell27,0,""
session_2024_12_10_1_JM018,cell28,0,""
session_2024_12_10_1_JM018,cell29,0,""
session_2024_12_10_1_JM018,cell30,0,""
session_2024_12_10_1_JM018,cell31,0,""
session_2024_12_10_1_JM018,cell32,1,"stimulusOnsetTime"
session_2024_12_10_1_JM018,cell33,0,""
session_2024_12_10_1_JM018,cell34,1,"stimulusOnsetTime"
session_2024_12_10_1_JM018,cell35,0,""
session_2024_12_11_1_JM018,cell0,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_12_11_1_JM018,cell1,0,""
session_2024_12_11_1_JM018,cell2,0,""
session_2024_12_11_1_JM018,cell3,0,""
session_2024_12_11_1_JM018,cell4,0,""
session_2024_12_11_1_JM018,cell5,0,""
session_2024_12_11_1_JM018,cell6,1,"rewardTime"
session_2024_12_11_1_JM018,cell7,1,"choiceStartTime"
session_2024_12_11_1_JM018,cell8,2,"choiceStartTime,rewardTime"
session_2024_12_11_1_JM018,cell9,0,""
session_2024_12_11_1_JM018,cell10,1,"rewardTime"
session_2024_12_11_1_JM018,cell11,0,""
session_2024_12_11_1_JM018,cell12,0,""
session_2024_12_11_1_JM018,cell13,0,""
session_2024_12_11_1_JM018,cell14,0,""
session_2024_12_11_1_JM018,cell15,0,""
session_2024_12_11_1_JM018,cell16,1,"stimulusOnsetTime"
session_2024_12_11_1_JM018,cell17,2,"stimulusOnsetTime,choiceStartTime"
session_2024_12_11_1_JM018,cell18,0,""
session_2024_12_11_1_JM018,cell19,0,""
session_2024_12_11_1_JM018,cell20,0,""
session_2024_12_11_1_JM018,cell21,0,""
session_2024_12_11_1_JM018,cell22,1,"stimulusOnsetTime"
session_2024_12_11_1_JM018,cell23,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_12_11_1_JM018,cell24,0,""
session_2024_12_11_1_JM018,cell25,1,"stimulusOnsetTime"
session_2024_12_11_1_JM018,cell26,0,""
session_2024_12_12_1_JM018,cell0,3,"stimulusOnsetTime,choiceStartTime,rewardTime"
session_2024_12_12_1_JM018,cell1,1,"stimulusOnsetTime"
session_2024_12_12_1_JM018,cell2,1,"stimulusOnsetTime"
session_2024_12_12_1_JM018,cell3,2,"choiceStartTime,rewardTime"
